Top_Games_Difference,Top_Winrate_Difference,Top_KDA_Difference,Top_AVG_Kills_Difference,Top_AVG_Deaths_Difference,Top_AVG_Assists_Difference,Top_CSM_Difference,Top_GPM_Difference,Top_KP_Difference,Top_DMG%_Difference,Top_DPM_Difference,Top_GOLD_DIFF_15_Difference,Jg_Games_Difference,Jg_Winrate_Difference,Jg_KDA_Difference,Jg_AVG_Kills_Difference,Jg_AVG_Deaths_Difference,Jg_AVG_Assists_Difference,Jg_CSM_Difference,Jg_GPM_Difference,Jg_KP_Difference,Jg_DMG%_Difference,Jg_DPM_Difference,Jg_GOLD_DIFF_15_Difference,Mid_Games_Difference,Mid_Winrate_Difference,Mid_KDA_Difference,Mid_AVG_Kills_Difference,Mid_AVG_Deaths_Difference,Mid_AVG_Assists_Difference,Mid_CSM_Difference,Mid_GPM_Difference,Mid_KP_Difference,Mid_DMG%_Difference,Mid_DPM_Difference,Mid_GOLD_DIFF_15_Difference,Adc_Games_Difference,Adc_Winrate_Difference,Adc_KDA_Difference,Adc_AVG_Kills_Difference,Adc_AVG_Deaths_Difference,Adc_AVG_Assists_Difference,Adc_CSM_Difference,Adc_GPM_Difference,Adc_KP_Difference,Adc_DMG%_Difference,Adc_DPM_Difference,Adc_GOLD_DIFF_15_Difference,Support_Games_Difference,Support_Winrate_Difference,Support_KDA_Difference,Support_AVG_Kills_Difference,Support_AVG_Deaths_Difference,Support_AVG_Assists_Difference,Support_Vision_Per_Min_Difference,Top_Champ_KDA_Difference,Top_Champ_CS_Per_Min_Difference,Top_Champ_Damage_Per_Min_Difference,Top_Champ_Gold_Per_Min_Difference,Top_Champ_CS_Diff_At_15_Difference,Top_Champ_XP_Diff_At_15_Difference,Top_Champ_Gold_Diff_At_15_Difference,TopComfortabilityDifference,Jg_Champ_KDA_Difference,Jg_Champ_CS_Per_Min_Difference,Jg_Champ_Damage_Per_Min_Difference,Jg_Champ_Gold_Per_Min_Difference,Jg_Champ_CS_Diff_At_15_Difference,Jg_Champ_XP_Diff_At_15_Difference,Jg_Champ_Gold_Diff_At_15_Difference,JgComfortabilityDifference,Mid_Champ_KDA_Difference,Mid_Champ_CS_Per_Min_Difference,Mid_Champ_Damage_Per_Min_Difference,Mid_Champ_Gold_Per_Min_Difference,Mid_Champ_CS_Diff_At_15_Difference,Mid_Champ_XP_Diff_At_15_Difference,Mid_Champ_Gold_Diff_At_15_Difference,MidComfortabilityDifference,Adc_Champ_KDA_Difference,Adc_Champ_CS_Per_Min_Difference,Adc_Champ_Damage_Per_Min_Difference,Adc_Champ_Gold_Per_Min_Difference,Adc_Champ_CS_Diff_At_15_Difference,Adc_Champ_XP_Diff_At_15_Difference,Adc_Champ_Gold_Diff_At_15_Difference,AdcComfortabilityDifference,Support_Champ_KDA_Difference,Support_Champ_CS_Per_Min_Difference,Support_Champ_Damage_Per_Min_Difference,Support_Champ_Gold_Per_Min_Difference,Support_Champ_CS_Diff_At_15_Difference,Support_Champ_XP_Diff_At_15_Difference,Support_Champ_Gold_Diff_At_15_Difference,SupportComfortabilityDiffernce,GAME_RESULT
-35.0,22.299999999999997,0.5,0.2999999999999998,-0.10000000000000009,0.5999999999999996,-0.1999999999999993,14.0,-2.6000000000000014,-3.200000000000003,53.0,392.0,25.0,21.6,1.4999999999999996,0.6000000000000001,-0.5,1.2000000000000002,1.0999999999999996,48.0,2.1000000000000085,4.1,112.0,551.0,25.0,21.6,0.40000000000000036,0.5,0.09999999999999987,0.3000000000000007,-0.09999999999999964,13.0,-4.900000000000006,-2.0,27.0,152.0,99.0,32.900000000000006,3.0,3.5,-0.9000000000000001,-0.3000000000000007,7.1,202.0,1.8999999999999915,19.2,418.0,416.0,20.0,23.4,0.7999999999999998,-2.5999999999999996,0.09999999999999987,4.6000000000000005,1.1300000000000001,0.5999999999999996,0.3000000000000007,159.0,52.0,-4.3,141.0,-168.0,42.05517241379317,0.6999999999999997,0.0,-32.0,10.0,-1.0,107.0,24.0,0,0.2999999999999998,1.6000000000000005,206.0,74.0,7.0,290.0,103.0,155.165625,-1.0,1.6999999999999993,143.0,74.0,7.7,467.0,162.0,153.96467532467528,-1.5000000000000004,-0.10000000000000009,-274.0,-65.0,1.5,-723.0,-295.0,-292.7066666666667,0
13.0,27.6,0.8999999999999999,0.7,-0.2999999999999998,0.5999999999999996,1.0000000000000009,52.0,0.0,0.8999999999999986,81.0,703.0,12.0,28.300000000000004,2.2,0.30000000000000027,-0.9000000000000001,0.8999999999999995,0.39999999999999947,20.0,-6.900000000000006,-2.4000000000000004,-10.0,276.0,11.0,27.1,3.5999999999999996,1.0999999999999996,-0.8999999999999999,0.8999999999999995,0.9000000000000004,53.0,-1.0,-0.6000000000000014,60.0,596.0,49.0,17.1,1.4000000000000004,-0.20000000000000018,-0.40000000000000013,0.40000000000000036,-0.5,-6.0,-1.9000000000000057,0.0,22.0,100.0,10.0,29.300000000000004,1.5,0.09999999999999998,-0.6999999999999997,1.5,-0.10000000000000009,0.10000000000000009,1.4999999999999991,92.0,60.0,15.8,589.0,241.0,84.40771929824558,0.2999999999999998,-0.40000000000000036,43.0,-7.0,-9.5,-207.0,-291.0,30.863684210526344,0.0,-1.0,-162.0,-21.0,-11.600000000000001,-311.0,-306.0,37.59721568627458,1.2999999999999998,0.5,80.0,17.0,-0.10000000000000009,-97.0,-29.0,40.19691666666665,3.5000000000000004,-0.9000000000000001,122.0,0.0,-15.100000000000001,-131.0,244.0,22.11488302638128,0
-55.0,-47.3,-1.5999999999999999,-1.2000000000000002,0.19999999999999973,-2.4000000000000004,0.0,-44.0,-4.299999999999997,-0.3000000000000007,-118.0,-501.0,-63.0,-45.9,-3.2,-1.6,1.2000000000000002,-2.8,-0.20000000000000018,-49.0,-4.5,-0.09999999999999964,-63.0,-534.0,-55.0,-47.3,-1.5999999999999996,-1.1,0.2999999999999998,-1.4000000000000004,-0.5,-53.0,3.700000000000003,1.1000000000000014,-79.0,-431.0,-126.0,-63.199999999999996,-3.2,-2.1999999999999997,0.3999999999999999,-2.7,-0.40000000000000036,-75.0,-2.200000000000003,-0.3999999999999986,-177.0,-1093.0,-60.0,-46.9,-2.4000000000000004,-0.4,0.3999999999999999,-3.5999999999999996,-0.09999999999999964,-0.40000000000000036,0.0,-84.0,4.0,-2.2,76.0,-65.0,-42.84047619047624,-0.6999999999999997,0.0,32.0,-10.0,1.0,-107.0,-24.0,0,-1.1,1.6999999999999993,256.0,58.0,13.100000000000001,565.0,364.0,45.33538135593221,0.20000000000000018,0.0,-92.0,12.0,5.8,338.0,98.0,-19.271390374331588,1.5,-1.5,-67.0,-6.0,1.9000000000000004,104.0,180.0,-32.81666666666666,1
22.0,-20.4,-0.2999999999999998,-0.3999999999999999,-0.20000000000000018,-0.6999999999999993,-0.5000000000000009,-33.0,-0.3999999999999986,0.3000000000000007,-13.0,-353.0,11.0,-22.300000000000004,-1.8000000000000003,-0.20000000000000018,0.5999999999999999,-0.8999999999999995,-0.39999999999999947,-23.0,1.2999999999999972,0.7000000000000011,-2.0,-218.0,24.0,-19.9,-2.3999999999999995,-0.3999999999999999,0.40000000000000013,-0.7999999999999998,-0.6000000000000014,-33.0,-0.29999999999999716,-1.3000000000000007,-48.0,-262.0,23.0,-20.300000000000004,-2.7,-1.1,0.7000000000000002,-0.10000000000000053,-0.5,-36.0,-0.5999999999999943,-0.5,-37.0,-257.0,23.0,-21.1,-1.5,0.09999999999999998,0.7999999999999998,-1.2999999999999998,0.050000000000000266,-0.2999999999999998,-0.40000000000000036,-85.0,-61.0,-0.7,-546.0,250.0,-231.89642857142854,-0.10000000000000009,-0.39999999999999947,-11.0,-7.0,-7.0,-76.0,-181.0,-305.25,1.1,-1.6999999999999993,-256.0,-58.0,-13.100000000000001,-565.0,-364.0,-217.06896551724142,-0.5,0.09999999999999964,80.0,-18.0,-7.699999999999999,-357.0,-172.0,-32.001754385964944,-0.5,0.19999999999999996,-79.0,-18.0,5.8999999999999995,-72.0,-64.0,-11.494923076923044,1
-12.0,-11.299999999999997,0.20000000000000018,0.8,-0.2999999999999998,-0.9000000000000004,1.1000000000000005,40.0,-0.10000000000000142,4.299999999999997,78.0,721.0,-12.0,-11.299999999999997,0.10000000000000009,0.20000000000000018,-0.20000000000000018,-0.8000000000000007,0.0,-5.0,-5.6000000000000085,-0.9000000000000004,-26.0,241.0,-13.0,-12.0,0.0,-0.20000000000000018,-0.09999999999999964,0.0,-0.40000000000000036,-16.0,-4.100000000000001,-1.1999999999999993,-36.0,115.0,28.0,-23.700000000000003,-2.5,-2.2,0.7,-0.20000000000000018,-1.799999999999999,-78.0,-8.900000000000006,-4.899999999999999,-158.0,-493.0,-61.0,-18.599999999999998,-0.7999999999999998,0.09999999999999998,0.7000000000000002,-0.8999999999999995,-0.06000000000000005,-0.5999999999999996,1.1999999999999993,126.0,59.0,14.3,634.0,239.0,59.842857142857156,0.8999999999999999,0.20000000000000018,10.0,13.0,-0.3999999999999999,158.0,41.0,-274.81363636363636,-0.6000000000000001,-0.20000000000000107,-106.0,-27.0,3.3000000000000003,8.0,228.0,3.5383647798742572,-0.2999999999999998,-0.1999999999999993,146.0,-16.0,-3.8999999999999995,-325.0,-146.0,-15.111890838206591,2.1999999999999997,-0.6000000000000001,61.0,17.0,-11.399999999999999,39.0,63.0,-14.192941176470612,1
-6.0,-20.4,-0.7,0.19999999999999996,0.0,-2.0,0.7999999999999998,19.0,-2.8999999999999986,2.8999999999999986,5.0,535.0,-14.0,-19.0,-1.2,-0.6999999999999997,0.5,-1.7000000000000002,0.1999999999999993,-10.0,-7.900000000000006,-0.1999999999999993,-27.0,-36.0,-6.0,-20.4,-0.7000000000000002,-0.8000000000000003,0.10000000000000009,-0.6000000000000005,-1.0,-42.0,-3.0,-2.5,-98.0,-78.0,13.0,-27.6,-2.6999999999999997,-2.3000000000000003,0.4999999999999998,-1.1,-0.6999999999999993,-48.0,-9.600000000000001,-4.0,-169.0,-474.0,-13.0,-19.0,-0.5,0.09999999999999998,-0.2999999999999998,-2.0999999999999996,-0.23999999999999977,0.0,0.0,4.0,-2.0,4.4,255.0,135.0,48.23459459459468,0.10000000000000009,-0.10000000000000053,49.0,-1.0,-4.2,-121.0,-167.0,307.776,-0.6000000000000001,-0.20000000000000107,-106.0,-27.0,3.3000000000000003,8.0,228.0,-20.02711864406774,-0.5,0.09999999999999964,80.0,-18.0,-7.699999999999999,-357.0,-172.0,-52.24500000000006,-0.5,0.19999999999999996,-79.0,-18.0,5.8999999999999995,-72.0,-64.0,-12.066666666666691,0
16.0,35.9,0.6999999999999997,0.3999999999999999,0.10000000000000009,1.3999999999999995,0.10000000000000142,28.0,0.0,-2.6000000000000014,52.0,123.0,15.0,36.6,2.6,0.7000000000000002,-0.9000000000000001,1.5,1.2999999999999998,55.0,-0.5999999999999943,0.5,57.0,531.0,14.0,35.4,2.2,1.4,-0.20000000000000018,0.5,1.1000000000000014,65.0,-3.799999999999997,1.0999999999999979,128.0,431.0,15.0,36.6,2.5,1.3000000000000003,-0.40000000000000013,0.7000000000000002,0.5999999999999996,47.0,-0.5,1.1000000000000014,132.0,445.0,33.0,33.800000000000004,1.2999999999999998,-0.09999999999999998,-0.19999999999999973,2.3999999999999995,-0.22999999999999998,-0.5999999999999996,1.1999999999999993,126.0,59.0,14.3,634.0,239.0,69.82974828375285,0.0,-0.7000000000000002,-35.0,-36.0,-5.8,-223.0,-199.0,15.945467836257308,0.19999999999999973,0.9000000000000004,193.0,39.0,6.0,191.0,253.0,120.91896551724142,-0.5,-0.1999999999999993,238.0,-28.0,-9.7,-663.0,-244.0,-9.39289682972003,0.10000000000000009,-5.2,-287.0,-107.0,-0.7000000000000002,72.0,50.0,-83.1,0
83.0,22.4,0.5,-0.30000000000000004,0.0,1.6,-0.5,-25.0,6.0,-2.0,-48.0,106.0,13.0,12.0,0.20000000000000018,0.4999999999999998,0.20000000000000018,0.8000000000000007,0.20000000000000018,19.0,3.3000000000000114,1.0999999999999996,49.0,-66.0,8.0,10.600000000000001,-0.2999999999999998,-0.09999999999999964,0.19999999999999973,0.10000000000000053,0.0,-4.0,-3.8999999999999915,-2.6999999999999993,7.0,-272.0,-26.0,20.5,1.6999999999999997,2.0000000000000004,-0.19999999999999996,0.40000000000000036,0.5999999999999996,49.0,1.7000000000000028,2.3999999999999986,145.0,475.0,10.0,9.600000000000001,0.2999999999999998,-0.09999999999999998,0.10000000000000009,1.1999999999999993,-0.3500000000000001,0.0,-1.5,-285.0,-111.0,-10.0,-775.0,-71.0,-74.65952380952382,-0.7000000000000002,-0.5,-16.0,-19.0,-4.9,-244.0,-165.0,-1.662554112554119,0.7000000000000002,0.7000000000000002,-31.0,14.0,-2.4,-92.0,-95.0,10.246188747731367,0.5999999999999996,0.5,22.0,14.0,0.19999999999999996,-51.0,-119.0,34.55785714285719,0.20000000000000018,-1.1999999999999997,-68.0,-19.0,3.3,159.0,-20.0,192.9375,0
14.0,19.699999999999996,0.2999999999999998,1.1,0.30000000000000027,0.5,0.2999999999999998,44.0,1.7999999999999972,2.0,55.0,686.0,26.0,20.9,1.6,0.8000000000000003,-0.3999999999999999,1.0999999999999996,0.39999999999999947,42.0,2.200000000000003,1.5999999999999996,48.0,440.0,14.0,19.699999999999996,-0.3000000000000007,-0.3999999999999999,0.30000000000000004,0.7000000000000002,-0.7999999999999989,-9.0,-5.400000000000006,-1.6999999999999993,-31.0,19.0,14.0,18.9,0.7000000000000002,-2.6,0.10000000000000009,4.3,-7.8999999999999995,-170.0,1.3999999999999915,-18.9,-387.0,-49.0,14.0,19.699999999999996,2.4000000000000004,3.5999999999999996,-1.1,-2.3999999999999995,-1.2300000000000002,0.0,0.0,-4.0,2.0,-4.4,-255.0,-135.0,13.492676311030777,-0.10000000000000009,-0.39999999999999947,-11.0,-7.0,-7.0,-76.0,-181.0,-287.53846153846155,-0.7000000000000002,0.8000000000000007,239.0,45.0,2.0,94.0,-69.0,23.96834586466173,-1.0,-6.8999999999999995,-272.0,-197.0,-10.1,-658.0,-224.0,-389.961,2.0000000000000004,1.2999999999999998,272.0,83.0,-5.6,604.0,362.0,85.45833333333337,0
41.0,-12.399999999999999,-0.30000000000000027,0.30000000000000027,0.30000000000000027,-0.09999999999999964,0.5,4.0,5.200000000000003,-0.3999999999999986,-71.0,-338.0,-22.0,-11.200000000000003,-0.39999999999999947,-0.2999999999999998,0.09999999999999964,-0.2999999999999998,-0.1999999999999993,-15.0,-2.5,-1.799999999999999,-50.0,-97.0,-57.0,-5.700000000000003,-1.2999999999999998,-0.2999999999999998,0.7,1.0,0.09999999999999964,-2.0,2.9000000000000057,2.299999999999997,46.0,-107.0,-19.0,-11.700000000000003,-0.6000000000000005,-0.09999999999999964,0.10000000000000009,-0.39999999999999947,0.7000000000000011,11.0,-1.0,1.3000000000000007,10.0,-84.0,-14.0,-13.5,-1.6,0.0,0.7000000000000002,-0.9000000000000004,-0.040000000000000036,0.5999999999999996,-1.1999999999999993,-126.0,-59.0,-14.3,-634.0,-239.0,-33.70727762803239,-0.5,-3.2,-281.0,-69.0,-4.4,-52.0,-203.0,-28.194957983193206,0.19999999999999973,0.9000000000000004,193.0,39.0,6.0,191.0,253.0,-20.126190476190573,0.0,3.1999999999999993,-6.0,101.0,13.2,557.0,243.0,18.83414634146351,1.1,-1.4999999999999998,-9.0,-11.0,-3.8000000000000003,173.0,31.0,0,1
-14.0,11.700000000000003,0.7,-0.09999999999999987,-0.5,0.7000000000000002,0.20000000000000107,5.0,-1.6000000000000014,-4.0,-64.0,-176.0,-76.0,31.6,1.9000000000000001,0.7999999999999998,-0.8000000000000003,2.2,-0.1999999999999993,12.0,6.099999999999994,1.1999999999999993,38.0,639.0,-2.0,9.799999999999997,1.0,0.8999999999999999,-0.2999999999999998,0.5,1.0,46.0,6.8999999999999915,5.199999999999999,91.0,350.0,13.0,7.100000000000001,1.0,0.2999999999999998,-0.2999999999999998,0.6999999999999997,0.09999999999999964,-1.0,7.899999999999999,1.6000000000000014,24.0,-1.0,3.0,9.399999999999999,0.20000000000000018,0.0,0.19999999999999973,0.9000000000000004,0.5899999999999999,0.0,1.5,285.0,111.0,10.0,775.0,71.0,131.46666666666667,0.5,0.2999999999999998,-26.0,16.0,4.3,193.0,148.0,292.2818181818182,-1.0,-0.7999999999999998,33.0,-29.0,-5.0,-196.0,-172.0,-8.717874396135244,1.4,1.4000000000000004,21.0,38.0,10.2,238.0,106.0,222.79358974358973,-1.6000000000000005,0.49999999999999994,-143.0,0.0,9.100000000000001,103.0,-256.0,47.25071770334927,0
52.0,35.199999999999996,0.6999999999999997,1.1,0.20000000000000018,1.2000000000000002,-0.09999999999999964,39.0,1.3999999999999986,-0.3000000000000007,94.0,456.0,52.0,35.199999999999996,2.4,1.3000000000000003,-0.7000000000000002,1.7000000000000002,1.2999999999999998,74.0,2.9000000000000057,2.8000000000000007,103.0,753.0,52.0,35.199999999999996,-0.5,0.6000000000000001,0.5,0.40000000000000036,-0.29999999999999893,23.0,-9.5,-1.9000000000000021,49.0,188.0,70.0,32.4,2.2,3.5999999999999996,-0.5,-1.2999999999999998,8.1,237.0,-0.09999999999999432,17.9,408.0,620.0,52.0,35.199999999999996,0.5,-2.4,0.40000000000000013,4.8999999999999995,0.8699999999999999,-0.19999999999999973,-1.200000000000001,-19.0,-35.0,3.1,137.0,-4.0,35.592857142857156,-0.5,-0.2999999999999998,26.0,-16.0,-4.3,-193.0,-148.0,-270.56842105263155,0.10000000000000009,2.0999999999999996,274.0,80.0,16.0,645.0,365.0,177.74770114942524,0.7000000000000002,6.7,418.0,181.0,6.2,333.0,78.0,429.5675675675676,0.39999999999999947,-1.9,-253.0,-68.0,-6.799999999999999,-567.0,-291.0,-53.928888888888935,0
-87.0,-12.899999999999999,-0.19999999999999973,-0.8000000000000003,-0.30000000000000027,-0.6000000000000005,-0.09999999999999964,-25.0,-4.0,-2.900000000000002,-41.0,-64.0,-27.0,-13.599999999999994,-0.9000000000000004,-0.7000000000000002,0.20000000000000018,-0.5,-0.20000000000000018,-26.0,-0.7999999999999972,1.299999999999999,9.0,-202.0,-27.0,-13.599999999999994,0.9000000000000004,-0.10000000000000009,-0.40000000000000013,-0.09999999999999964,0.1999999999999993,-10.0,4.599999999999994,-0.09999999999999787,-22.0,-36.0,-27.0,-13.599999999999994,0.0,0.0,-0.19999999999999996,-0.8000000000000007,-0.40000000000000036,-25.0,3.5999999999999943,2.6999999999999993,25.0,-256.0,-32.0,-11.799999999999997,0.2999999999999998,-0.19999999999999996,-0.30000000000000027,-0.29999999999999893,0.26000000000000023,-0.2999999999999998,0.40000000000000036,59.0,-4.0,13.3,478.0,341.0,-105.39607843137253,-0.10000000000000009,-0.7000000000000002,-26.0,-25.0,-6.0,-264.0,-267.0,291.20000000000005,0.7000000000000002,1.2000000000000002,37.0,62.0,3.5,596.0,36.0,-357.29423076923075,-0.5,-0.3000000000000007,101.0,-8.0,-1.2,-171.0,-169.0,-54.30444207533765,0.7999999999999998,0.3999999999999999,66.0,-27.0,-17.3,-349.0,-146.0,-41.15937500000004,1
-33.0,-36.3,-0.8999999999999999,-0.5999999999999999,-0.20000000000000018,-1.8999999999999995,0.0,-28.0,-4.5,-2.0,-140.0,-344.0,-25.0,-40.300000000000004,-2.4000000000000004,-0.8,0.7,-1.7000000000000002,-0.5999999999999996,-39.0,3.5999999999999943,1.3000000000000007,-39.0,-210.0,-19.0,-37.7,-3.3,-1.0,0.7000000000000002,-1.0,-0.9000000000000004,-49.0,4.8999999999999915,3.3000000000000007,-67.0,-324.0,-23.0,-37.6,-3.1,-1.8000000000000003,0.6000000000000001,-0.8000000000000007,-0.09999999999999964,-43.0,0.20000000000000284,-2.3999999999999986,-167.0,-575.0,-20.0,-38.900000000000006,-1.7999999999999998,0.0,0.5999999999999996,-2.6999999999999993,0.4500000000000002,-0.10000000000000009,-1.3999999999999995,-73.0,-55.0,-18.8,-678.0,-413.0,-46.0122884012539,-0.2999999999999998,-0.2999999999999998,-78.0,-29.0,3.7,-16.0,92.0,-54.453333333333376,-1.5,-0.3000000000000007,-60.0,-21.0,-0.7,-89.0,-94.0,-83.10227272727275,1.4,1.4000000000000004,21.0,38.0,10.2,238.0,106.0,10.016317016317032,-3.5000000000000004,0.9000000000000001,-122.0,0.0,15.100000000000001,131.0,-244.0,-11.157776213933829,1
9.0,3.0,0.0,-0.5,-0.10000000000000009,0.10000000000000053,-0.20000000000000107,-16.0,0.10000000000000142,-0.7999999999999972,-49.0,-141.0,9.0,3.0,-0.5,-0.6000000000000001,0.20000000000000018,0.20000000000000018,-0.9000000000000004,-30.0,-0.7000000000000028,-2.0,-41.0,-496.0,10.0,3.700000000000003,1.3999999999999995,-0.10000000000000009,-0.6000000000000001,0.39999999999999947,0.1999999999999993,4.0,6.899999999999999,-0.5,-32.0,50.0,6.0,4.200000000000003,1.4000000000000004,0.6999999999999997,-0.7,-0.09999999999999964,0.6999999999999993,25.0,7.5,3.799999999999997,48.0,148.0,-18.0,0.0,0.20000000000000018,0.20000000000000007,-1.0,-1.7999999999999998,-0.31000000000000005,0.0,0.0,4.0,-2.0,4.4,255.0,135.0,1.562218890554675,-0.2999999999999998,-0.2999999999999998,-51.0,-19.0,1.5,-13.0,15.0,-35.48831168831168,1.5,0.3000000000000007,60.0,21.0,0.7,89.0,94.0,11.463157894736867,-0.6999999999999997,-0.09999999999999964,138.0,-23.0,-1.0,-155.0,-78.0,7.229147847033971,-1.4,-0.09999999999999987,-4.0,-7.0,-0.7999999999999998,-42.0,12.0,-24.851466275659845,1
-38.0,14.0,0.7000000000000002,0.5999999999999999,-0.5,-0.20000000000000018,0.7000000000000002,38.0,-2.6000000000000014,0.29999999999999716,82.0,972.0,22.0,13.300000000000004,1.0999999999999996,0.20000000000000018,-0.5,0.5999999999999996,0.1999999999999993,13.0,-4.200000000000003,1.1999999999999993,45.0,296.0,22.0,13.300000000000004,1.7999999999999998,0.19999999999999973,-0.5999999999999999,0.7000000000000002,-0.3000000000000007,1.0,-2.1000000000000085,-3.6999999999999993,-41.0,317.0,59.0,2.1000000000000014,-0.09999999999999964,-0.6000000000000005,-0.10000000000000009,0.09999999999999964,-1.0,-29.0,-0.4000000000000057,-0.8000000000000007,-40.0,-98.0,15.0,16.1,2.2,0.30000000000000004,-1.0,1.200000000000001,0.1200000000000001,0.19999999999999973,1.9000000000000004,272.0,108.0,8.0,511.0,12.0,113.68888888888898,-0.6000000000000001,3.1999999999999993,214.0,71.0,8.9,207.0,185.0,367.68571428571425,1.0000000000000004,-0.39999999999999947,-83.0,8.0,-3.4000000000000004,385.0,-88.0,-355.3103448275862,-0.5,-0.1999999999999993,238.0,-28.0,-9.7,-663.0,-244.0,-7.551796572692126,1.1999999999999997,0.09999999999999987,7.0,6.0,1.2999999999999998,37.0,-1.0,9.291707317073161,0
-46.0,-25.299999999999997,-0.5,-0.5,0.0,-0.7000000000000002,0.40000000000000036,-21.0,1.2000000000000028,-3.3000000000000007,-112.0,-402.0,-49.0,-24.799999999999997,-1.2999999999999998,-1.0,0.2999999999999998,-0.7999999999999998,-0.39999999999999947,-41.0,-3.299999999999997,-0.5,-41.0,-299.0,-106.0,-34.8,-0.6999999999999997,-0.7999999999999998,-0.10000000000000009,-0.7000000000000002,-0.09999999999999964,-33.0,1.0,-0.8000000000000007,-88.0,-453.0,-46.0,-25.299999999999997,-0.6000000000000005,-0.09999999999999964,-0.09999999999999987,-1.2000000000000002,0.3000000000000007,-14.0,2.5999999999999943,4.0,35.0,-340.0,-46.0,-25.299999999999997,-1.3000000000000003,-0.19999999999999996,0.3999999999999999,-1.1999999999999993,0.2200000000000002,0.3999999999999999,-1.5999999999999996,-113.0,-56.0,-12.3,-370.0,-180.0,-75.24620689655171,0.7000000000000002,-1.4000000000000004,-88.0,-36.0,-20.2,-459.0,-699.0,-43.38961038961037,-0.10000000000000009,0.40000000000000036,101.0,3.0,11.0,595.0,284.0,51.984423076923065,-0.5,-0.1999999999999993,238.0,-28.0,-9.7,-663.0,-244.0,22.672817337461254,0.3999999999999999,-5.2,-267.0,-135.0,4.3,-43.0,28.0,-148.35,0
55.0,15.899999999999999,0.6000000000000001,0.19999999999999996,0.0,1.2000000000000002,-0.5000000000000009,-5.0,4.100000000000001,2.3000000000000007,127.0,-9.0,36.0,18.0,0.6000000000000001,0.5999999999999999,-0.10000000000000009,0.8000000000000007,0.20000000000000018,16.0,-2.299999999999997,-0.5999999999999996,37.0,-8.0,43.0,17.800000000000004,0.9000000000000004,0.6000000000000001,-0.30000000000000004,0.20000000000000018,0.29999999999999893,16.0,-5.199999999999989,-4.600000000000001,19.0,62.0,46.0,17.299999999999997,0.3999999999999999,0.7000000000000002,0.10000000000000009,0.7000000000000002,-0.40000000000000036,7.0,-0.7999999999999972,1.8999999999999986,130.0,318.0,43.0,17.800000000000004,0.2999999999999998,0.09999999999999998,0.20000000000000018,1.3999999999999995,-0.3999999999999999,-0.5999999999999996,-0.3000000000000007,-159.0,-52.0,4.3,-141.0,168.0,55.443037974683534,-0.20000000000000018,-0.5999999999999996,-75.0,-24.0,-1.7999999999999998,-143.0,-100.0,14.079051383399246,-0.2999999999999998,0.5,266.0,43.0,-2.5000000000000004,118.0,-83.0,64.67885714285717,-0.5,-0.1999999999999993,238.0,-28.0,-9.7,-663.0,-244.0,41.257747933884275,0.7000000000000002,0.0,16.0,-2.0,-1.6,19.0,97.0,3.4532183908045795,0
3.0,8.299999999999997,-0.20000000000000018,-0.30000000000000004,0.3999999999999999,0.7999999999999998,-0.8999999999999995,-24.0,0.0,-3.5,-29.0,-580.0,3.0,8.299999999999997,0.3999999999999999,0.3999999999999999,0.0,0.6000000000000005,0.9000000000000004,35.0,6.300000000000011,2.9000000000000004,67.0,255.0,3.0,8.299999999999997,-1.3999999999999995,0.30000000000000027,0.6999999999999997,-0.39999999999999947,0.20000000000000107,12.0,-2.799999999999997,1.6999999999999993,68.0,-165.0,-34.0,19.5,1.0999999999999996,1.5000000000000004,0.0,0.2999999999999998,1.0999999999999996,53.0,1.4000000000000057,1.1000000000000014,110.0,345.0,23.0,4.5,-0.20000000000000018,-0.19999999999999996,0.5,0.8999999999999995,-0.1299999999999999,-0.3999999999999999,1.5999999999999996,113.0,56.0,12.3,370.0,180.0,98.14999999999998,-0.7000000000000002,-0.5,-16.0,-19.0,-4.9,-244.0,-165.0,4.245215311004813,0.7000000000000002,0.0,-96.0,-9.0,2.7,122.0,48.0,26.947697368421018,0.7999999999999998,0.40000000000000036,95.0,11.0,-6.5,-423.0,-57.0,37.755494505494426,0.7000000000000002,-1.2,-97.0,-14.0,6.3999999999999995,121.0,207.0,-147.82500000000002,0
